model,case_id,trace_id,base_is_correct,sentence_index,n_sentences,mentions_final,mentions_other,base_answer,final_words,n_other_entities
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,0,17,0,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,1,17,0,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,2,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,3,17,0,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,4,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,5,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,6,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,7,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,8,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,9,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,10,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,11,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,12,17,0,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,13,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,14,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,15,17,0,1,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,87cc6962263e6fb1fa5257f65e0bf076859f887cd6d0d47a2bfbb414e6e32b63,True,16,17,1,0,Chronic respiratory disease,respiratory,234
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,0,16,0,0,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,1,16,0,0,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,2,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,3,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,4,16,0,0,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,5,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,6,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,7,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,8,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,9,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,10,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,11,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,12,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,13,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,14,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,02b15d84011aa2ed96dcb904e63129bb,0f06f6990d5d116905f7015cfdb32c45450e9c9707c1751eef1a8d35e92680df,False,15,16,0,1,"The most likely diagnosis is chronic respiratory failure, specifically chronic obstructive pulmonary disease (COPD).",most diagnosis is respiratory specifically obstructive pulmonary copd,237
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,0,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,1,13,0,0,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,2,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,3,13,1,0,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,4,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,5,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,6,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,7,13,1,0,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,8,13,1,0,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,9,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,10,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,11,13,0,1,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,a4a5eace3266797d140ed765b79af36db63dc56eb7080c8bf39e5076e528db34,True,12,13,1,0,hemorrhage,hemorrhage,208
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,0,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,1,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,2,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,3,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,4,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,5,12,1,0,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,6,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,7,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,8,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,9,12,1,0,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,10,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,07dbd8eabfba4b1d9d665331dea90335,8f06066e2ff4a57947358486c2d012cc162e70a54f6817cdda1c480c2fe2ea0b,False,11,12,0,1,Intrauterine bleeding (IUB),intrauterine bleeding iub,209
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,0,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,1,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,2,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,3,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,4,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,5,22,0,1,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,6,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,7,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,8,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,9,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,10,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,11,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,12,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,13,22,0,1,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,14,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,15,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,16,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,17,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,18,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,19,22,0,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,20,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,b5e583d720abdab994e5a7659026ae0fdc601f7055821ce42d66c68ad8a1eee1,True,21,22,1,0,seizure,seizure,233
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,0,13,0,0,heart attack,heart attack,234
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,1,13,0,0,heart attack,heart attack,234
deepseek-r1-distill-qwen-1.5b,0a50a7f439c2c0e933b8132ed7650075,9e81d999ae819b1ffb1d10d749cc1e31a5ef82615f96197d78f256d47a917d2b,False,2,13,0,0,heart attack,heart attack,234
